"rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
136623090,"A (Experiences of the police)","Female","Less than 12 months","No","No","Rent it","Divorced","25-34","Black or Black British","Degree or diploma","Urban",5,NA,0.626245021820068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.998238801956177
136899210,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"Yes","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","16-24","White","O level/GCSE","Urban",5,NA,1.02106010913849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",0.00496265990659595
136755130,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","O level/GCSE","Rural",2,NA,0.616028070449829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Fairly common",-0.950397610664368
147574160,"D (Online Security)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",3,NA,0.633829593658447,"E. Drugs","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
137208180,"B (Attitudes to the CJS)","Male","20 years or longer","No","Yes","Own it outright","Cohabiting","45-54","White","O level/GCSE","Urban",2,NA,1.21059834957123,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",NA
137019230,"C (Crime prevention and security)","Female","Less than 12 months","No","Yes","Rent it","Married/Civil Partnered","45-54","White","Degree or diploma","Urban",4,NA,0.25323960185051,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136110240,"D (Online Security)","Male","Less than 12 months","No","No","Own it outright","Married/Civil Partnered","65-74","White","O level/GCSE","Urban",4,NA,0.774229347705841,"Spontaneous: None of these","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",NA
147421020,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"Yes","Own it outright","Married/Civil Partnered","45-54","White","Degree or diploma","Urban",4,NA,1.00197374820709,NA,NA,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
147356230,"C (Crime prevention and security)","Female","Less than 12 months","No","Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Rural",4,NA,0.663191497325897,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not applicable","Not very worried","Not at all worried",NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136251140,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Rent it","Widowed","75+","White","Degree or diploma","Urban",4,NA,0.694341361522675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136596070,"C (Crime prevention and security)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Rural",5,NA,1.28815412521362,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.566784560680389,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147569090,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Own it outright","Widowed","55-64","White","None","Urban",2,NA,0.495330095291138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",1.15605616569519
136069280,"D (Online Security)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","O level/GCSE","Urban",4,NA,0.656145691871643,"E. Drugs","Very safe","Very safe","A bit unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137145270,"C (Crime prevention and security)","Male","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Cohabiting","45-54","White","Degree or diploma","Urban",5,NA,0.946290612220764,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Not very worried","Fairly worried","Not at all worried",0.628179848194122,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137017170,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"No","Rent it","Divorced","55-64","White","Apprenticeship or A/AS level","Urban",1,NA,0.588920474052429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",1.10613691806793
136640220,"B (Attitudes to the CJS)","Female","20 years or longer","No","No","Rent it","Single","45-54","White","None","Rural",2,NA,1.06955873966217,NA,NA,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",NA
135465090,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Separate","45-54","White","Degree or diploma","Urban",4,NA,1.20610272884369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",0.139087855815887
135301120,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","65-74","White","None","Urban",4,NA,1.61413824558258,"D. Lack of discipline from parents","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not at all common","Not at all common",NA
136532210,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"No","Rent it","Widowed","75+","White","None","Urban",3,NA,0.29794704914093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not at all common",NA
137182020,"B (Attitudes to the CJS)","Male","12 months but less than 2 years","Yes","Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",5,NA,1.26147842407227,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
147538290,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"No","Rent it","Single","35-44","White","O level/GCSE","Urban",2,NA,0.714207053184509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Not at all common",1.47969543933868
136138120,"D (Online Security)","Male","Less than 12 months","No","Yes","Rent it","Married/Civil Partnered","35-44","Asian or Asian British","Degree or diploma","Urban",4,NA,1.40018939971924,"G. Unemployment","A bit unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136916270,"C (Crime prevention and security)","Female","3 years but less than 5 years",NA,"No","Buying it with the help of a mortgage or loan","Cohabiting","45-54","White","O level/GCSE","Urban",2,NA,1.18185698986053,NA,NA,NA,NA,"Very worried","Fairly worried",NA,NA,"Not very worried","Not very worried","Not at all worried",0.575608968734741,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136067220,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Single","16-24","White","Degree or diploma","Urban",4,NA,3.25715160369873,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136625010,"A (Experiences of the police)","Female","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","O level/GCSE","Urban",4,NA,1.18625402450562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",0.00496265990659595
147565300,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","Apprenticeship or A/AS level","Rural",2,NA,2.21640253067017,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136169270,"C (Crime prevention and security)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","75+","White","Apprenticeship or A/AS level","Urban",1,NA,1.06019234657288,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.205736204981804,"Not a victim of crime","Not very common","Not very common","Not at all common",NA
137077090,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","16-24","White","Degree or diploma","Urban",5,NA,2.67023301124573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",0.256130367517471
137026170,"A (Experiences of the police)","Female","20 years or longer","Yes","Yes","Rent it","Single","25-34","White","None","Urban",1,NA,0.350240617990494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",-0.685528516769409
147284240,"D (Online Security)","Male","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","55-64","White","None","Urban",1,NA,1.08610415458679,"F. Alcohol","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147389010,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Buying it with the help of a mortgage or loan","Cohabiting","45-54","White","Degree or diploma","Urban",1,NA,1.19301211833954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",1.37100601196289
147250190,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",5,NA,1.28684866428375,NA,NA,NA,NA,"Fairly worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.875262022018433,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136593010,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","75+","White","Other","Urban",5,NA,0.473986059427261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",0.012643457390368
147365330,"A (Experiences of the police)","Female","20 years or longer","No","No","Own it outright","Married/Civil Partnered","55-64","White","O level/GCSE","Rural",NA,5,1.04236245155334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",0.454380214214325
136326040,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Degree or diploma","Rural",5,NA,0.459014266729355,"D. Lack of discipline from parents","Very unsafe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137148120,"D (Online Security)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","16-24","White","Apprenticeship or A/AS level","Rural",5,NA,1.83750283718109,"G. Unemployment","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136616050,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"Yes","Own it outright","Married/Civil Partnered","65-74","White","O level/GCSE","Rural",3,NA,0.619015872478485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-1.21526670455933
137013280,"D (Online Security)","Female","20 years or longer",NA,"No","Rent it","Divorced","45-54","White","Apprenticeship or A/AS level","Urban",1,NA,1.00697386264801,"E. Drugs","A bit unsafe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
135532010,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Apprenticeship or A/AS level","Urban",5,NA,1.11793398857117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",0.535688698291779
147485060,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","Degree or diploma","Urban",5,NA,1.05936241149902,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136936090,"A (Experiences of the police)","Female","3 years but less than 5 years",NA,"No","Own it outright","Widowed","75+","White","None","Urban",5,NA,0.543738067150116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.564182817935944
136849060,"B (Attitudes to the CJS)","Female","12 months but less than 2 years","Yes","No","Rent it","Cohabiting","25-34","White","Other","Urban",1,NA,1.35802829265594,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
